SID,2008-08-23,2008-08-25,2008-09-01,2008-09-08,2008-09-15,2008-09-22,2008-09-29,2008-10-06,2008-10-13,2008-10-20,2008-10-27,2008-11-03,2008-11-10,2008-11-17,2008-11-24,2008-12-01,2008-12-08,2008-12-15
01464765,0,0,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4
01466169,2,3,4,4,5,6,6,6,6,7,7,8,10,11,11,12,13,14
01467312,2,4,6,6,6,8,8,9,10,10,11,12,12,13,13,13,13,13
01468039,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
01470956,0,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4
01471115,2,3,5,5,6,7,7,8,9,10,11,11,12,13,13,14,14,14
01471481,2,3,3,3,4,5,5,5,6,6,8,8,8,9,9,9,9,10
01475885,2,2,4,5,5,6,7,8,10,11,12,13,14,14,14,15,16,16
01477683,2,3,3,4,5,5,6,6,6,6,6,7,7,7,7,8,8,8
01477868,2,4,5,6,7,8,8,8,9,9,10,11,12,13,13,14,14,14
01481268,2,2,4,5,7,7,8,9,9,11,12,13,14,14,14,15,16,16
01481760,0,2,3,3,4,5,5,5,5,5,5,5,6,6,6,6,6,6
01486687,2,4,4,5,6,7,7,8,9,9,9,10,10,10,10,12,12,12
01487724,2,4,5,6,7,7,7,8,8,8,8,8,9,9,9,9,10,10
01488952,2,4,6,6,7,8,8,8,9,10,11,12,13,13,13,14,14,14
01488967,2,4,5,6,7,8,8,8,9,10,10,11,11,12,12,13,13,13
01489253,0,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3
01490909,2,3,4,6,7,8,9,10,11,12,13,14,15,16,16,17,18,19
01491538,0,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4
01492117,0,3,4,4,5,6,7,8,9,9,9,10,10,11,11,12,12,12
01494324,1,3,4,5,7,7,7,7,8,8,8,8,8,8,8,8,8,9
01497653,2,2,2,3,4,5,5,6,7,7,8,8,9,9,9,9,10,10
01499178,0,2,3,3,3,4,4,4,5,5,5,5,5,5,5,6,6,6
01500603,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2
01502346,1,3,3,3,3,4,4,4,4,4,4,4,5,5,5,6,6,6
01502347,1,3,4,6,7,8,9,9,10,10,11,12,13,13,13,14,15,15
01502400,2,3,4,5,6,7,7,7,7,7,7,9,9,9,9,9,9,9
01502628,1,3,4,6,6,6,7,7,7,7,13,13,13,13,13,13,13,13
01505429,1,4,5,7,8,9,9,10,10,11,12,13,14,15,15,15,16,16
01506862,3,4,5,5,6,7,8,8,9,9,10,10,11,11,11,12,12,12
01507943,2,4,4,5,5,6,6,7,7,8,8,9,10,11,11,12,12,12
01508694,2,6,6,6,7,7,7,8,8,8,9,9,9,9,9,9,10,10
01510621,2,2,2,2,3,3,3,4,4,4,4,5,5,6,6,6,6,6
01511317,2,4,5,6,7,7,8,8,8,8,8,9,9,10,10,10,11,11
01512746,2,3,3,4,4,5,5,6,7,7,7,8,9,9,9,10,10,10
01514420,1,2,4,5,6,7,7,7,8,8,9,9,10,10,10,11,11,11
01515313,1,3,5,5,6,6,6,6,7,8,8,8,8,8,8,8,9,9
01516293,2,3,3,4,5,6,7,7,7,8,8,9,10,10,10,11,12,12
01519058,0,3,3,4,5,5,6,7,7,7,8,9,9,9,9,9,10,10
01519245,0,3,3,4,5,5,6,7,7,8,8,8,8,9,9,9,9,9
01520312,0,3,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6
01520610,2,6,6,8,9,11,12,12,13,13,14,14,16,16,16,16,17,17
01522147,2,3,5,5,6,7,7,8,9,10,12,13,13,13,13,14,15,15
01524203,0,1,2,4,4,4,5,5,6,6,6,6,7,7,7,7,7,7
01524766,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
01525146,2,4,5,7,7,8,8,9,9,10,10,10,11,11,11,12,12,12
01525265,2,3,5,5,5,5,6,7,7,8,8,9,9,9,9,10,10,10
01528190,0,3,4,5,6,7,8,9,9,10,10,11,11,11,11,11,12,12
01528893,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4
01530284,2,3,4,4,5,6,7,7,8,8,8,8,8,9,9,10,10,11
01531322,2,4,5,5,6,6,7,8,8,8,9,10,10,10,10,11,12,12
01532608,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
01534015,0,2,3,4,4,4,4,4,5,5,5,5,5,6,6,7,7,7
01534281,0,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5
01534292,0,0,0,0,1,2,2,3,3,3,4,5,5,5,5,6,6,6
01534848,0,2,3,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6
01535939,3,4,5,6,6,7,9,10,11,12,12,13,14,15,15,16,16,16
01537336,2,4,5,6,7,7,8,9,10,11,11,11,11,11,11,12,12,13
01538428,0,3,4,5,6,6,7,7,8,9,10,11,12,12,12,13,13,13
01538755,2,4,5,5,6,6,7,7,7,8,8,9,9,10,10,10,11,11
01539520,2,4,5,6,7,8,8,9,10,11,12,12,13,13,13,14,14,14
01542161,2,4,5,5,6,7,7,8,9,9,9,9,9,9,9,10,10,10
01543840,0,3,4,4,5,6,7,8,8,9,9,10,11,11,11,11,11,11
01544245,0,2,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5
01544477,2,3,4,5,5,7,7,7,7,8,8,9,10,10,10,11,11,12
01546367,0,2,3,3,4,4,4,4,5,5,6,6,6,6,6,7,7,7
01548762,0,2,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
01550283,0,2,3,3,3,4,5,5,6,6,6,7,7,8,8,8,8,8
01556675,1,1,2,2,2,2,3,3,4,5,6,6,7,8,8,9,9,9
01556822,2,3,5,6,6,7,8,8,9,10,10,10,11,11,11,11,11,11
01558931,0,3,4,5,5,5,5,6,6,6,6,7,7,8,8,8,8,8
01560036,0,3,3,3,4,5,5,6,6,6,7,8,9,9,9,9,9,10
01560175,4,5,6,8,8,9,9,10,10,11,12,13,13,14,14,15,16,16
01560560,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
01561339,2,3,4,6,6,6,7,8,8,9,10,10,11,12,12,12,12,12
01561727,1,4,5,6,6,6,7,8,9,10,11,11,12,12,12,13,13,14
01562803,0,2,3,5,5,5,6,6,7,8,8,8,9,9,9,9,10,10
01564797,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
01564815,2,2,3,3,3,4,5,6,6,6,6,7,8,8,8,9,9,10
01565693,1,2,3,3,3,4,5,6,6,6,7,7,7,7,7,7,7,7
01565709,2,3,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5
01566247,2,3,4,4,5,5,6,6,8,8,8,8,9,9,9,10,10,10
01566537,0,2,3,3,4,5,5,6,6,7,7,8,8,9,9,9,10,10
01568023,0,2,3,5,6,8,9,10,12,13,15,15,16,17,17,18,19,19
01568926,1,3,4,5,6,7,7,8,8,9,10,10,11,11,11,11,11,12
01569100,0,3,3,3,4,4,4,5,5,5,6,6,7,7,7,8,8,8
01572082,1,3,4,5,6,7,8,9,9,10,12,13,14,14,14,15,16,16
01572350,2,4,5,5,5,6,7,8,9,9,9,10,10,11,11,11,12,12
01572597,1,4,5,6,7,8,8,8,8,8,9,10,11,11,11,11,12,12
01573951,2,3,5,5,7,7,8,8,8,8,9,10,10,11,11,11,11,11
01574368,1,2,3,3,4,5,5,6,6,6,6,6,7,7,7,8,8,8
01575148,1,2,2,3,4,4,4,5,5,5,6,6,6,6,6,7,7,7
01575766,1,2,3,3,3,4,4,5,5,5,5,6,6,6,6,6,6,6
01576843,1,3,3,4,5,5,6,6,7,7,8,8,8,9,9,9,9,9
01577594,0,2,2,3,3,4,4,5,5,5,5,6,6,6,6,7,7,7
01579131,2,3,4,4,5,6,7,8,8,9,9,9,9,10,10,11,12,12
01580014,0,3,4,6,6,7,7,8,8,9,10,10,10,10,10,11,11,11
01585207,0,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
01585681,2,4,5,6,6,7,7,8,8,8,9,9,9,10,10,11,11,11
01586157,0,2,3,5,5,5,6,7,7,8,9,10,11,11,11,11,12,12
01586997,0,1,2,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5
01588286,2,2,3,3,4,5,5,6,6,6,7,7,7,7,7,7,8,8
01590323,2,4,4,5,6,7,8,9,10,11,12,12,12,13,13,14,15,15
01593193,1,3,3,3,4,4,4,5,5,5,5,5,5,6,6,6,6,6
01595267,2,4,5,6,8,9,10,11,13,14,15,17,18,19,19,21,23,23
01597094,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
01598512,2,4,5,6,8,9,11,13,14,16,18,19,21,22,22,23,24,24
01599296,0,2,3,3,4,5,5,6,7,7,7,8,8,9,9,10,10,10
01600417,1,3,4,5,5,6,6,7,8,8,8,9,9,10,10,11,11,11
01601048,2,3,4,5,6,6,6,7,7,8,8,9,9,10,10,10,10,10
01601193,2,3,5,8,10,12,15,16,17,19,20,21,22,22,22,23,23,24
01602071,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,3,3,3
01602082,0,0,2,5,7,7,8,8,8,9,9,10,10,11,11,12,12,12
01606088,2,3,3,4,5,5,5,6,6,6,6,6,7,7,7,7,7,7
01606231,3,7,8,10,11,12,13,14,14,15,15,15,15,16,16,17,17,17
01608513,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
01609956,2,4,5,7,7,9,11,12,13,13,13,14,14,14,14,14,14,14
01612434,2,3,4,4,6,6,6,7,8,9,10,10,11,12,12,13,13,13
01614058,2,4,5,6,7,7,8,9,9,10,10,11,12,13,13,13,14,15
01615979,1,2,3,5,7,9,10,11,11,11,11,11,11,11,11,12,12,12
01616236,2,4,4,5,7,7,8,9,9,9,10,11,11,12,12,13,14,15
01616637,3,4,4,5,6,6,7,8,8,8,9,9,9,9,9,10,10,10
01617778,1,3,5,6,6,8,10,12,12,12,13,13,13,14,14,14,14,14
01619271,0,3,3,4,5,5,6,6,7,8,9,10,11,11,11,12,13,13
01620927,2,3,4,5,6,7,8,9,10,10,12,12,13,14,14,15,15,15
01621641,0,3,3,4,6,6,6,6,6,6,7,7,7,7,7,7,8,8
01623842,1,3,4,5,6,7,8,8,10,10,10,11,11,11,11,11,11,11
01624977,2,2,3,3,5,5,6,7,8,9,10,11,12,13,13,13,13,13
01625094,2,6,7,7,8,9,10,11,12,12,12,13,13,13,13,14,15,15
01625785,0,2,2,4,4,5,5,5,6,7,7,7,7,7,7,8,8,8
01626576,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
01628474,0,2,3,4,5,5,6,6,6,7,7,7,8,8,8,8,9,9
01629850,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
01629862,1,4,4,5,6,8,8,9,10,10,11,13,14,14,14,15,16,16
01631268,0,0,0,3,4,5,7,7,8,9,9,10,10,10,10,10,10,10
01631474,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
01635506,0,2,3,3,4,4,5,6,6,7,8,9,9,9,9,10,11,11
01635609,2,4,5,5,6,6,7,8,8,8,9,9,10,10,10,10,10,10
01636894,0,3,3,4,4,5,5,5,5,5,5,6,6,6,6,7,7,7
01637531,2,4,5,5,7,8,9,9,9,9,10,11,11,12,12,12,12,12
01640682,0,2,3,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6
01641390,0,2,3,3,3,4,4,4,5,6,6,6,7,7,7,8,8,8
01642143,0,3,3,4,5,5,5,5,6,6,6,6,6,6,6,7,7,7
01642252,2,3,4,5,6,6,7,8,8,9,9,9,10,11,11,11,12,12
01642838,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
01643743,2,3,4,4,5,6,6,7,7,7,8,9,10,10,10,11,11,11
01644418,0,2,2,3,4,4,4,5,5,5,5,6,7,7,7,7,8,8
01644821,1,3,4,4,4,5,6,7,8,8,8,8,8,8,8,9,9,9
01647145,2,4,5,5,6,6,7,7,8,9,10,11,12,12,12,12,13,14
01649179,1,3,3,9,9,9,9,9,9,9,9,10,10,10,10,10,11,11
01650029,0,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3
01650753,0,3,4,5,6,6,6,6,6,6,6,6,6,6,6,7,7,7
01651884,1,3,3,5,5,5,5,6,6,6,6,7,7,7,7,8,8,8
01652862,2,4,4,7,8,8,9,9,9,10,11,11,11,11,11,11,12,12
01654742,2,3,4,5,6,6,6,6,7,7,8,8,8,8,8,8,9,9
01658203,2,3,4,5,5,6,6,7,7,8,9,9,10,10,10,10,11,11
01658766,2,2,3,3,4,5,5,6,6,6,7,7,8,8,8,8,8,8
01658959,2,3,3,4,4,5,5,5,5,6,6,7,7,8,8,8,8,8
01661158,0,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
01662750,2,3,4,5,6,6,6,7,7,8,8,9,9,10,10,10,11,11
01663198,1,3,3,4,6,7,9,11,11,13,13,14,15,16,16,17,17,17
01663845,0,2,2,3,3,3,4,4,5,6,7,7,8,8,8,9,10,10
01664320,2,3,3,5,6,6,6,7,7,8,8,8,9,9,9,9,10,11
01665531,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
01668350,2,3,4,6,6,7,7,8,8,9,10,10,10,10,10,11,11,11
01668359,2,3,5,7,10,12,14,15,16,17,19,19,21,21,21,23,23,23
01669723,1,3,3,4,5,5,5,5,6,6,7,7,7,8,8,8,8,10
01671262,1,2,3,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6
01671799,1,3,4,5,5,6,6,6,7,7,8,8,8,9,9,9,9,9
01671917,2,3,4,5,5,5,6,6,7,8,8,8,9,9,9,10,10,10
01672145,2,3,4,4,5,5,6,6,7,8,8,8,8,8,8,8,8,8
01672732,0,3,4,4,6,7,7,9,10,10,11,11,12,12,12,12,13,13
01675397,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
01676366,2,3,4,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7
01681364,1,3,4,5,6,8,10,10,10,10,11,11,12,12,12,12,13,13
01683101,2,2,2,3,3,3,4,4,4,5,5,5,5,5,5,5,6,6
01683221,2,2,3,4,4,5,6,6,6,6,6,6,6,6,6,7,7,7
01683238,1,2,4,5,6,6,6,6,7,7,8,8,9,9,9,9,10,11
01683879,0,2,4,4,4,4,4,4,5,5,5,6,6,7,7,7,8,8
01684077,0,2,3,4,4,5,6,6,7,7,8,8,9,9,9,10,10,11
01684134,2,3,4,5,5,6,6,7,7,8,8,8,9,9,9,10,10,10
01685615,0,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
01688040,2,3,4,4,4,4,5,5,5,6,7,7,8,8,8,9,9,9
01690287,1,3,4,5,6,6,7,7,8,9,9,9,10,10,10,10,12,12
01690593,2,3,3,4,4,6,7,7,7,8,8,8,9,10,10,11,11,11
01694995,0,2,2,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5
01695580,1,3,4,5,5,6,8,9,9,11,11,11,12,12,12,12,12,12
01698899,0,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
01699019,2,4,4,5,7,8,8,10,10,11,12,13,14,15,15,15,16,17
01700543,0,2,3,5,5,6,7,8,9,9,10,10,10,11,11,12,12,12
01700600,1,1,1,2,2,2,3,3,4,4,4,4,5,5,5,5,6,6
01701465,2,4,4,5,5,6,6,7,8,8,9,9,10,10,10,10,11,11
01703715,0,3,4,5,7,7,7,7,7,8,8,9,9,9,9,9,9,10
01704789,3,4,5,6,6,7,9,9,9,10,11,11,11,12,12,13,13,13
01709196,0,2,3,4,5,6,7,7,8,9,10,11,11,12,12,13,13,13
01709602,2,3,5,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7
01712468,2,3,4,5,6,6,7,8,8,8,9,10,11,11,11,11,12,12
01722793,2,3,4,5,5,6,7,7,7,7,8,8,8,9,9,9,9,9
01722951,0,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4
01723738,2,3,4,6,7,8,9,11,12,13,14,15,17,18,18,19,20,20
01726748,2,4,5,5,6,7,8,8,9,9,10,10,11,11,11,11,12,12
01726836,0,3,3,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7
01728746,1,5,6,9,10,11,11,12,12,13,14,14,14,15,15,16,17,17
01731578,0,1,2,3,3,4,4,4,5,5,6,6,6,6,6,7,7,7
01732861,2,3,4,4,5,5,6,6,7,7,8,8,8,8,8,9,9,9
01733183,0,0,0,0,0,0,0,2,3,3,3,4,4,4,4,4,5,5
01733704,0,3,3,3,4,4,4,4,4,4,5,6,6,6,6,7,7,7
01734006,0,2,3,5,6,8,8,9,10,12,13,15,15,16,16,17,17,18
01736063,2,3,4,8,8,8,8,8,8,9,9,10,10,10,10,10,11,11
01737400,0,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,5,5
01738764,0,3,3,4,5,6,6,6,6,6,6,6,6,7,7,8,8,9
01742495,3,4,5,6,7,8,8,9,9,9,10,10,11,11,11,12,12,12
01743227,2,3,4,5,6,7,7,8,8,9,9,10,10,11,11,12,12,12
01745259,2,2,3,4,4,4,4,5,5,6,6,6,6,7,7,7,7,7
01746049,2,3,4,5,5,7,7,8,8,8,9,10,11,11,11,11,13,13
01746932,0,2,3,3,3,4,4,4,4,5,5,5,6,6,6,6,7,7
01746978,2,3,4,5,7,7,8,8,8,8,9,9,9,9,9,10,10,10
01748095,2,5,5,5,6,7,7,7,8,8,8,8,8,8,8,8,9,9
01748597,2,3,4,5,6,6,7,7,8,8,9,10,11,11,11,12,13,13
01749493,2,4,4,6,6,7,7,8,8,8,9,10,10,10,10,11,11,11
01750016,2,4,5,7,8,10,11,13,14,16,16,17,19,19,19,21,21,21
01750572,2,3,5,5,7,7,9,9,10,10,11,11,12,12,12,12,12,13
01750743,0,4,5,6,7,9,9,11,12,12,14,15,16,17,17,19,19,19
01751142,0,3,4,5,6,7,7,7,7,8,8,8,8,8,8,8,8,8
01752523,2,4,5,6,8,9,9,10,11,11,11,12,13,13,13,14,14,14
01752847,1,3,3,4,4,4,5,5,5,5,6,6,6,7,7,7,7,7
01753123,2,4,6,7,8,9,10,11,11,13,14,15,15,16,16,17,17,17
01753456,1,2,3,3,5,7,8,8,8,8,8,8,9,9,9,9,9,9
01753546,0,4,5,6,7,8,9,10,11,12,13,14,16,18,18,19,20,20
01753685,2,3,3,4,4,5,6,6,6,7,7,8,8,8,8,9,10,10
01757282,2,3,4,5,6,7,7,8,9,10,10,10,12,13,13,13,14,14
01757511,0,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,5,5
01758255,0,1,2,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5
01761554,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
01762539,2,3,4,5,5,6,6,7,7,8,9,9,10,10,10,10,11,11
01762688,1,3,4,6,7,7,7,9,9,9,9,9,9,9,9,10,10,10
01762886,2,3,4,4,5,5,5,6,6,7,8,9,9,10,10,11,11,11
01763363,0,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
01763937,0,3,5,6,7,8,8,8,9,9,9,10,10,10,10,11,11,11
01766570,0,1,2,2,2,2,4,5,5,5,6,6,7,7,7,7,7,7
01771007,0,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5
01774185,1,3,5,6,6,6,6,6,6,7,7,7,8,8,8,8,8,8
01778156,2,3,4,5,7,9,11,12,14,15,17,18,19,21,21,22,23,23
01781285,4,6,6,6,8,9,10,12,13,14,15,16,17,18,18,19,19,19
01781295,0,3,4,4,5,6,6,7,8,9,10,10,10,11,11,11,12,12
01784243,2,3,4,4,5,6,6,7,7,7,8,8,8,8,8,8,9,9
01784468,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
01784604,1,2,2,3,3,4,4,5,6,6,6,6,7,7,7,7,8,8
01784770,1,2,2,3,3,3,3,3,3,4,4,4,5,5,5,5,5,5
01787576,0,2,3,3,3,3,3,4,4,5,5,5,6,6,6,6,6,6
01787907,2,3,4,5,5,5,6,7,7,8,8,9,9,9,9,10,10,10
01789793,0,3,4,5,5,5,5,5,6,6,6,6,6,6,6,7,7,7
01790478,1,3,4,5,6,8,8,8,9,10,11,11,12,14,14,15,16,17
01791741,2,4,4,6,6,7,7,8,9,9,10,10,11,11,11,12,12,13
01794203,0,0,2,2,2,2,3,3,3,3,3,3,4,4,4,5,5,5
01796689,2,4,6,8,9,10,11,12,13,14,15,15,16,16,16,16,17,17
01799094,0,2,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5
01800568,0,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4
01801318,0,4,4,5,5,5,6,7,7,7,8,8,9,9,9,9,9,9
01804290,0,2,2,3,3,3,4,4,4,5,6,7,8,8,8,8,8,8
01804326,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
01804710,2,2,4,5,6,7,7,9,10,10,11,11,11,12,12,13,14,14
01805095,2,4,5,5,7,8,9,11,12,13,14,15,16,16,16,17,17,17
01805978,1,3,5,7,8,9,10,11,12,13,13,13,14,14,14,14,15,15
01807057,2,3,3,4,5,5,6,6,7,7,7,8,8,8,8,9,9,10
01809144,2,5,6,9,10,12,14,14,15,15,16,16,17,18,18,19,19,19
01812240,2,3,4,5,5,6,7,7,8,8,8,10,11,11,11,11,12,12
01812692,0,3,4,6,8,10,12,14,15,17,18,19,21,22,22,23,24,24
01812829,0,2,2,2,2,3,3,3,3,3,4,5,5,5,5,5,5,5
01813884,2,3,4,4,5,6,7,7,8,9,10,11,11,11,11,12,12,12
01813999,0,2,2,4,4,4,5,5,5,5,6,6,7,7,7,8,8,8
01814581,0,2,4,4,4,6,7,7,8,8,9,10,10,11,11,12,13,13
01814604,0,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,5,5
01815194,2,3,4,4,6,6,7,7,8,9,10,11,11,12,12,13,14,14
01815341,2,4,5,11,12,12,12,12,13,14,14,14,15,16,16,16,16,16
01815996,0,3,4,6,6,6,7,7,7,7,8,8,8,9,9,9,10,10
01816145,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4
01816728,0,2,2,3,5,6,6,7,7,7,8,8,9,9,9,10,10,10
01818821,0,3,4,5,6,6,7,8,8,8,8,9,10,11,11,12,12,12
01819676,1,3,4,4,5,6,7,8,8,9,10,10,11,11,11,12,13,13
01819841,2,2,3,5,6,6,7,7,8,8,9,9,10,11,11,12,12,13
01823484,1,4,4,5,6,6,7,7,8,8,9,9,10,10,10,10,11,11
01823944,0,3,4,4,5,6,6,6,7,7,7,7,7,8,8,8,8,9
01825041,0,1,3,4,4,5,6,7,7,8,9,9,9,10,10,10,11,11
01825525,2,4,5,6,7,8,8,10,10,12,12,13,14,14,14,14,14,15
01826009,0,3,4,7,8,10,13,14,15,16,17,19,21,22,22,22,23,23
01826627,0,0,0,2,2,3,3,4,4,4,5,5,5,6,6,6,6,6
01829762,2,4,4,5,5,5,6,6,7,7,8,8,8,8,8,9,9,9
01831051,0,2,2,3,3,3,3,4,4,4,4,4,5,6,6,6,6,6
01832509,1,3,5,6,8,10,11,12,12,13,14,15,16,16,16,16,17,17
01835600,0,2,2,3,3,3,4,4,4,4,4,5,5,6,6,6,6,6
01841468,2,4,4,4,5,6,7,7,8,8,9,10,10,10,10,11,11,12
01841671,2,4,4,5,5,6,6,7,7,7,8,9,10,10,10,10,11,11
01841843,0,0,0,0,3,3,4,4,4,4,5,5,6,7,7,7,7,7
01843560,2,2,3,4,4,5,5,6,7,7,7,8,9,9,9,10,10,10
01848649,1,4,6,6,7,7,7,8,8,9,9,9,10,10,10,11,11,11
01849977,0,1,2,3,4,4,4,4,5,5,5,6,6,6,6,6,6,6
01850014,0,0,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
01850339,2,4,4,5,6,6,7,8,8,8,9,9,10,10,10,10,11,11
01851635,0,3,4,5,6,8,8,9,9,10,10,11,11,11,11,12,13,13
01851785,1,4,5,5,7,8,9,9,10,11,12,12,13,13,13,13,15,15
01852013,1,3,4,5,5,6,7,8,8,9,10,11,13,13,13,13,15,15
01852416,1,3,4,5,6,8,8,9,9,10,11,11,13,13,13,13,14,14
01853841,0,2,3,4,5,5,5,6,6,6,6,7,7,7,7,7,8,8
01855598,0,3,5,6,8,9,10,12,13,14,15,16,17,18,18,19,20,20
01856043,2,4,5,6,7,8,8,9,10,10,11,12,13,14,14,15,16,16
01857280,2,3,4,5,5,6,7,7,8,8,8,9,9,10,10,10,11,12
01857576,0,0,0,2,2,2,2,3,3,4,4,4,4,5,5,6,6,6
01857842,1,3,5,5,6,7,8,8,9,9,9,9,10,11,11,12,13,13
01858311,0,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
01858450,1,2,3,5,5,5,5,6,6,7,7,8,8,8,8,8,8,9
01858483,0,1,2,3,3,3,4,5,5,5,6,6,7,8,8,8,9,9
01858750,2,3,5,6,7,7,8,9,10,10,11,11,12,13,13,14,14,14
01859667,0,2,3,3,4,5,5,6,6,7,7,8,10,10,10,10,10,10
01859790,2,3,4,4,4,5,6,6,6,8,9,9,9,9,9,9,10,10
01860053,2,4,5,6,7,7,8,10,11,11,12,13,13,13,13,14,14,14
01863640,2,3,4,7,8,8,9,10,10,10,11,11,11,11,11,11,12,12
01865034,0,3,3,3,4,5,6,7,7,8,9,9,10,10,10,10,10,10
01866215,2,4,5,6,7,8,9,9,10,11,13,13,14,15,15,16,16,16
01868289,2,3,5,7,8,9,11,12,13,14,16,16,17,17,17,18,20,20
01868743,0,3,3,4,4,5,5,5,5,5,6,7,7,7,7,7,7,7
01874985,2,3,4,4,4,5,5,5,6,7,7,8,9,9,9,9,9,9
01876080,0,3,4,4,5,5,6,6,6,7,8,8,8,9,9,9,10,10
01876675,1,2,2,3,3,3,3,3,3,4,4,4,5,5,5,5,5,5
01877173,2,7,9,11,13,13,14,15,15,16,18,18,18,19,19,20,21,21
01877752,2,3,4,4,5,5,5,6,7,7,7,7,8,8,8,9,9,10
01878273,0,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
01878751,2,6,7,8,8,9,10,11,12,13,14,15,16,17,17,18,19,19
01879115,0,0,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4
01880260,1,3,4,4,5,6,6,6,7,7,7,8,9,9,9,9,10,10
01880341,2,3,3,5,6,6,8,9,9,9,10,11,12,13,13,13,14,14
01881252,2,3,4,5,6,6,7,8,8,8,9,10,10,10,10,11,12,12
01881381,0,0,0,0,1,1,2,2,2,2,2,3,4,4,4,4,4,4
01881922,0,2,3,3,4,5,6,7,8,9,9,10,11,11,11,11,13,14
01885697,2,3,4,4,5,5,6,7,8,9,10,11,12,12,12,14,15,15
01885961,1,2,3,4,5,6,6,7,8,9,9,9,9,9,9,9,9,9
01886519,2,3,4,5,6,6,8,9,9,10,10,11,11,12,12,12,13,13
01889036,2,3,6,7,8,8,9,10,11,12,13,14,14,14,14,15,15,15
01890214,0,2,3,3,4,4,4,5,5,6,7,8,9,10,10,10,11,11
01891685,2,3,4,4,5,7,8,8,9,9,9,10,10,10,10,11,11,11
01892663,0,4,5,7,8,9,10,10,11,11,11,12,12,13,13,13,14,14
01893436,2,3,4,5,7,8,10,11,12,12,13,14,15,15,15,16,17,17
01894953,0,2,3,3,3,3,4,5,5,5,6,6,7,7,7,7,7,8
01895374,2,3,3,3,3,4,4,4,4,6,6,7,8,8,8,9,9,9
01895640,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
01896661,2,3,4,4,5,5,6,7,7,8,9,9,9,9,9,10,11,11
