SID,2008-08-23,2008-08-25,2008-09-01,2008-09-08,2008-09-15,2008-09-22,2008-09-29,2008-10-06,2008-10-13,2008-10-20,2008-10-27,2008-11-03,2008-11-10,2008-11-17,2008-11-24,2008-12-01,2008-12-08,2008-12-15
08253813,0,2,2,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5
08254136,1,3,4,4,5,6,6,6,8,8,8,8,9,9,9,10,10,10
08255066,1,2,3,4,5,6,7,8,9,10,10,10,11,12,12,12,12,12
08257165,2,4,5,6,7,7,8,8,9,9,10,10,10,11,11,11,12,12
08257499,2,4,5,7,7,8,9,9,10,11,12,13,13,14,14,14,15,15
08257693,1,4,4,6,7,8,8,9,10,10,11,13,13,13,13,16,17,17
08258414,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2
08258858,2,3,3,4,5,5,6,6,6,6,7,7,7,7,7,7,7,7
08262786,0,0,0,0,0,0,1,1,3,3,3,4,4,5,5,5,5,5
08263185,0,2,2,3,4,4,5,5,5,5,6,6,6,7,7,7,7,7
08264329,2,3,4,4,5,5,5,6,6,7,8,8,10,10,10,11,11,11
08265347,2,2,3,3,3,4,4,4,6,6,6,6,6,6,6,7,7,7
08267820,2,3,4,4,5,5,6,7,8,8,9,9,9,9,9,10,10,10
08270606,0,2,3,4,5,5,6,7,8,9,10,10,10,11,11,12,13,13
08271700,1,2,2,2,2,3,4,4,5,6,6,6,7,7,7,7,8,8
08272105,0,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3
08277243,0,2,3,4,4,5,5,6,6,7,7,7,7,7,7,7,7,7
08277457,2,4,5,6,6,6,7,8,8,8,8,9,9,10,10,10,10,10
08277961,2,3,5,6,7,7,8,9,9,9,10,10,11,11,11,12,12,13
08278337,1,3,4,5,6,7,8,8,8,9,10,11,12,12,12,13,14,14
08280280,2,4,4,5,7,8,8,9,10,10,11,11,12,12,12,13,13,13
08281123,2,3,4,7,7,7,7,8,9,10,10,10,10,10,10,10,10,10
08283104,1,4,4,5,6,6,8,9,10,10,12,13,13,13,13,14,15,15
08283369,2,3,4,6,8,9,9,10,11,11,13,15,15,16,16,17,18,18
08283665,2,2,4,5,5,6,7,8,8,8,9,9,9,10,10,10,10,10
08284819,2,4,5,6,7,8,8,9,11,11,12,12,13,13,13,14,14,14
08285116,0,0,2,2,2,4,4,4,4,4,4,4,4,4,4,4,6,6
08285967,2,3,4,4,5,5,5,6,6,6,7,7,8,8,8,9,9,9
08286520,2,4,4,5,6,7,7,7,7,8,9,9,9,10,10,10,10,10
08287968,0,1,2,2,3,3,3,3,3,3,3,4,4,4,4,5,6,6
08288378,2,3,4,5,6,8,8,9,10,11,12,13,14,14,14,14,15,15
08291946,2,6,8,9,9,11,12,12,12,13,14,15,16,16,16,18,19,19
08292249,2,4,5,5,7,8,8,11,11,12,13,13,15,15,15,16,16,17
08292315,2,3,4,4,5,6,6,6,7,8,8,9,10,10,10,11,11,11
08294755,2,4,6,6,7,7,7,9,10,11,13,14,15,16,16,17,18,18
08296235,2,4,4,6,7,8,9,10,11,12,14,14,15,15,15,16,18,18
08298035,0,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
08299451,2,4,5,6,6,6,6,7,8,8,9,9,9,9,9,9,10,10
08300132,2,4,4,5,5,6,6,6,7,7,8,9,10,11,11,11,11,11
08301208,0,0,0,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3
08301969,2,4,6,6,7,8,8,9,9,10,10,11,11,12,12,12,13,13
08302019,0,2,2,3,3,4,4,5,5,5,6,6,6,6,6,7,7,7
08302388,1,2,4,4,5,5,6,6,7,8,8,9,9,10,10,10,11,11
08302810,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4
08306416,2,3,4,5,6,7,7,7,8,8,8,8,9,9,9,9,10,10
08308783,0,2,3,6,6,7,7,7,8,8,9,9,9,10,10,10,11,11
08308822,0,1,3,3,3,3,3,4,4,5,5,5,6,6,6,7,9,9
08310027,0,1,3,3,3,3,4,4,5,5,5,5,5,6,6,6,6,6
08310106,0,2,2,3,4,4,4,5,5,6,6,6,6,7,7,7,7,7
08312058,2,2,4,5,5,6,6,7,7,8,8,8,8,8,8,9,9,9
08313484,1,3,4,4,4,4,4,4,4,4,5,5,6,6,6,6,7,8
08313558,2,4,4,6,7,9,9,10,11,12,12,13,14,14,14,15,16,16
08314075,1,3,4,5,5,6,6,7,7,7,7,8,8,9,9,9,9,9
08315557,2,4,5,7,7,8,9,11,11,12,13,13,14,15,15,15,16,16
08318649,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2
08320681,1,3,5,7,8,8,9,11,13,14,16,17,18,19,19,20,20,21
08321043,0,2,3,3,4,4,4,4,5,5,5,5,5,5,5,5,6,6
08324285,0,3,4,5,6,7,7,8,9,10,12,12,14,15,15,16,17,17
08324564,2,4,4,8,8,8,8,9,9,10,10,11,12,13,13,14,14,14
08324619,2,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6
08325519,1,3,4,4,5,6,7,8,8,9,9,10,10,10,10,11,11,11
08327225,1,2,3,4,5,6,6,6,6,6,7,8,9,9,9,9,9,10
08327427,2,3,3,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7
08328875,0,2,2,3,3,3,3,4,4,5,5,5,5,5,5,5,6,6
08328968,0,2,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5
08329396,1,4,5,6,6,6,6,7,8,8,8,9,9,9,9,9,9,9
08332791,1,3,4,5,5,6,6,7,8,9,9,10,10,11,11,11,12,12
08333519,0,3,4,5,5,6,7,8,8,9,10,11,11,12,12,12,13,13
08334290,2,3,5,6,9,11,13,13,13,15,15,16,16,16,16,16,16,16
08336230,1,2,3,3,3,4,4,4,5,5,6,6,7,7,7,8,8,8
08341511,2,3,4,6,7,7,8,8,8,8,8,8,9,9,9,9,10,10
08341991,1,3,5,7,9,11,12,13,14,15,15,17,18,19,19,21,22,22
08343688,0,4,5,5,5,5,5,5,6,6,6,6,7,7,7,7,8,8
08344657,1,2,3,4,4,4,5,5,5,5,5,6,6,6,6,7,7,7
08344936,1,3,4,5,5,6,6,7,8,9,9,10,11,12,12,13,13,13
08345065,2,2,4,6,7,9,10,10,11,11,12,13,13,13,13,13,14,14
08350641,0,2,4,5,6,7,8,10,11,12,13,14,16,17,17,19,20,20
08350697,0,1,1,2,2,2,2,2,3,4,4,4,4,4,4,4,5,5
08351737,1,4,4,5,5,6,7,7,8,9,9,9,9,10,10,10,11,11
08352640,1,2,3,3,5,5,6,7,7,7,7,9,9,9,9,9,10,10
08354436,0,3,3,4,6,6,7,7,7,7,8,8,9,9,9,9,9,9
08355123,1,4,5,5,5,6,6,6,6,7,7,7,8,8,8,9,10,10
08355612,2,3,4,5,5,6,6,7,7,7,8,8,8,8,8,9,10,10
08356029,0,2,2,3,3,3,4,4,4,5,5,6,6,6,6,6,7,7
08356818,0,3,3,4,5,5,6,6,7,7,7,7,7,7,7,7,7,7
08359397,3,4,4,5,6,6,7,7,8,8,8,9,9,10,10,10,10,10
08360046,0,2,4,6,7,7,8,10,11,11,11,12,12,12,12,12,13,13
08361056,2,3,3,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7
08362306,0,2,2,2,3,4,4,4,4,5,6,6,6,6,6,6,7,7
08362461,2,4,6,7,7,7,8,9,10,11,12,12,14,14,14,14,16,16
08362625,2,2,3,3,3,4,4,5,5,5,6,6,6,6,6,7,7,7
08365533,0,3,5,6,9,9,10,11,12,13,13,14,14,15,15,15,16,16
08366807,2,3,4,4,5,5,5,6,6,7,7,7,8,8,8,9,9,9
08367698,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
08368227,1,2,3,4,4,5,6,6,7,7,7,8,8,9,9,9,10,10
08369992,2,3,4,5,6,6,8,8,8,8,9,9,10,10,10,10,11,11
08371845,0,3,3,4,5,5,6,6,6,7,7,8,8,8,8,9,9,9
08373393,0,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3
08375410,0,0,0,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3
08376028,2,3,3,4,4,4,6,6,6,6,7,7,7,7,7,8,8,8
08378070,1,3,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,8
08380853,0,4,5,5,6,7,7,8,9,9,10,10,10,11,11,11,12,13
08381415,0,2,2,2,3,3,3,4,4,4,4,4,5,5,5,5,5,5
08381770,2,3,5,5,6,7,7,9,9,10,10,10,10,11,11,11,11,11
08383108,0,4,5,5,6,6,6,6,7,7,7,7,7,7,7,7,7,7
08383951,1,2,3,4,5,5,6,8,8,9,9,9,10,10,10,11,11,11
08385223,0,2,2,2,2,2,3,3,3,3,4,4,5,5,5,5,5,5
08385790,1,3,4,5,5,6,7,8,9,9,9,9,9,10,10,10,10,10
08386631,0,2,2,4,5,6,6,7,8,8,9,9,10,10,10,11,11,12
08388231,0,2,2,2,2,3,4,4,4,5,5,5,6,7,7,7,7,7
08388349,1,4,6,7,8,9,9,10,10,11,11,11,11,12,12,12,13,13
08388821,2,3,4,4,5,6,6,6,7,7,8,8,9,9,9,9,10,10
08390180,1,3,4,6,6,7,7,8,8,9,9,10,11,11,11,11,12,12
08391537,2,3,4,5,6,6,7,8,9,10,11,12,12,13,13,14,16,16
08395821,2,3,4,5,6,8,10,12,13,13,14,15,15,15,15,16,16,17
08396506,1,2,2,3,3,4,4,4,4,4,4,5,5,6,6,6,6,6
08396547,0,2,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5
08397843,1,3,4,5,6,7,7,8,9,10,10,11,12,12,12,13,13,14
08398796,2,3,4,6,8,9,10,11,12,13,14,14,16,17,17,17,18,18
08403399,2,2,3,4,5,5,6,6,6,6,7,7,7,7,7,7,7,7
08403553,2,3,3,5,5,6,7,7,8,8,9,9,10,10,10,11,11,12
08404670,2,4,6,8,8,8,9,10,10,12,12,13,14,14,14,15,16,16
08406534,2,3,4,5,6,7,8,10,11,12,13,15,16,16,16,18,20,20
08407491,0,2,3,3,3,4,4,5,5,5,5,6,7,8,8,8,8,8
08409824,2,3,4,7,7,8,8,8,8,8,8,9,9,9,9,9,9,9
08410319,0,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3
08410345,2,4,5,6,7,8,8,9,10,11,12,12,12,13,13,13,14,14
08411647,1,3,3,4,4,5,5,6,7,8,8,8,10,10,10,11,11,11
08411832,2,3,4,5,5,6,6,7,7,8,9,9,10,10,10,11,11,11
08412910,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2
08413116,0,2,2,2,3,3,3,4,5,5,6,6,7,8,8,8,8,8
08413406,2,3,4,4,5,6,6,7,8,8,9,9,9,9,9,10,10,11
08417127,0,3,5,7,8,9,11,12,13,13,14,14,15,17,17,17,17,17
08419220,2,2,4,6,6,6,7,8,9,10,11,12,13,14,14,14,14,15
08419705,2,4,7,7,7,9,9,10,10,11,11,11,12,12,12,13,13,13
08420029,0,2,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5
08421227,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
08422291,1,2,2,3,3,4,5,6,6,6,6,7,7,7,7,7,7,7
08424314,1,3,3,3,4,4,4,4,5,5,5,5,5,6,6,6,6,6
08424428,2,4,5,7,8,9,10,11,11,12,13,14,15,16,16,17,18,19
08424650,0,3,4,6,8,10,11,13,14,15,17,19,20,21,21,21,21,21
08425729,2,3,6,7,8,9,10,11,12,12,14,15,16,16,16,18,20,20
08425857,0,2,3,3,3,4,4,4,5,5,6,6,8,8,8,9,10,10
08426535,0,1,2,2,3,4,4,4,4,5,5,5,5,5,5,6,6,7
08426544,0,3,4,4,5,6,7,7,7,7,7,7,7,8,8,8,8,8
08429319,0,3,3,4,5,6,6,6,6,6,6,7,7,7,7,7,7,7
08429465,0,2,3,4,4,4,4,4,5,6,6,6,6,6,6,7,7,7
08429745,2,3,3,5,5,6,6,7,8,8,8,9,9,10,10,10,10,10
08429951,2,3,3,4,5,5,6,7,7,8,8,9,10,10,10,11,11,11
08431005,1,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5
08431135,2,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7
08433761,2,4,4,4,5,5,6,6,6,7,8,8,9,10,10,11,11,11
08435987,0,2,2,2,2,3,4,5,5,6,6,6,7,7,7,7,8,8
08437586,2,4,5,6,7,7,8,8,9,10,11,12,13,13,13,13,14,14
08440077,0,2,2,2,2,3,3,4,4,5,6,6,6,7,7,7,7,7
08442367,1,2,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5
08442894,0,0,2,2,2,2,2,3,4,6,6,6,7,7,7,7,7,7
08444342,0,0,2,2,3,3,3,3,4,4,4,5,6,6,6,6,6,6
08445133,2,4,4,4,5,5,6,7,7,8,8,8,8,8,8,9,9,10
08446662,1,3,4,6,6,7,7,7,8,9,9,9,10,10,10,11,11,11
08447122,0,2,4,5,6,6,8,8,9,10,10,11,12,12,12,13,13,13
08450731,1,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5
08451839,2,3,4,5,5,6,6,7,7,7,8,8,8,8,8,9,10,10
08452687,1,2,3,4,4,5,5,5,5,5,5,6,6,7,7,7,7,7
08453660,0,3,4,4,4,5,6,8,8,8,9,9,9,10,10,10,11,11
08454381,2,3,4,8,8,8,8,8,8,9,9,9,10,10,10,10,11,11
08456740,2,4,4,5,6,6,7,8,9,9,10,11,12,13,13,13,13,13
08457498,2,4,4,4,6,8,9,9,9,10,10,10,10,11,11,11,11,11
08458868,0,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,5,5
08461412,0,1,2,2,3,4,4,4,5,5,5,5,6,6,6,6,7,7
08462117,2,3,4,4,5,6,6,6,7,7,8,8,9,9,9,10,10,10
08463030,1,2,3,4,4,4,4,4,5,5,5,6,6,7,7,7,7,7
08463554,0,2,3,4,4,5,6,6,7,7,7,7,8,8,8,8,8,8
08466554,0,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,5,5
08467068,2,2,3,3,4,5,5,5,6,7,7,8,8,8,8,8,8,9
08468112,2,4,4,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6
08469364,0,3,3,4,4,5,5,5,6,6,7,7,7,7,7,7,7,7
08470238,2,3,4,4,5,5,5,6,6,6,7,7,7,8,8,8,8,8
08471339,3,4,4,4,5,6,7,7,7,8,8,8,10,10,10,10,11,11
08471396,0,3,4,5,7,7,8,8,9,9,10,11,11,12,12,12,12,12
08472223,0,0,0,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3
08472516,2,3,4,4,5,5,6,6,7,7,8,8,8,8,8,10,10,11
08473217,2,3,4,5,6,7,7,9,10,10,10,11,11,12,12,12,13,13
08473664,2,2,3,5,5,5,6,7,8,8,10,10,11,11,11,12,13,13
08474520,1,3,4,6,8,9,10,11,12,12,13,13,13,13,13,14,14,14
08476791,0,2,2,3,3,3,3,4,4,5,5,5,6,6,6,6,6,6
08478083,0,1,3,3,4,4,4,4,5,5,5,6,6,6,6,7,7,7
08478088,0,0,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3
08479525,2,4,5,5,5,7,8,8,8,9,10,11,12,13,13,14,14,14
08479629,1,3,3,3,3,4,5,5,5,5,6,6,6,6,6,6,7,7
08480874,0,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
08481492,2,3,3,4,5,5,6,6,7,8,8,9,9,10,10,10,10,10
08481617,0,2,3,4,5,5,5,5,6,6,6,6,6,6,6,6,6,6
08481725,0,5,5,7,8,9,9,9,9,9,10,10,10,10,10,10,10,10
08482328,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4
08484376,0,1,1,2,2,3,4,4,5,5,5,6,6,6,6,6,6,6
08489014,2,3,5,6,6,6,7,7,7,8,9,9,9,10,10,11,11,11
08489607,0,2,3,4,5,5,5,6,6,7,7,8,8,8,8,9,9,9
08490049,2,3,4,4,4,5,6,7,8,8,8,9,10,11,11,11,11,12
08491373,1,3,4,6,6,6,6,7,7,8,8,9,10,10,10,11,11,11
08493217,2,3,4,5,6,7,8,9,10,11,12,12,13,14,14,14,15,15
08494157,2,4,5,6,8,8,10,11,12,12,12,12,13,13,13,14,15,15
08494781,1,3,4,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9
08495700,2,3,4,5,5,6,6,7,7,8,8,8,9,9,9,10,11,11
08495705,0,2,4,5,7,7,8,9,9,10,10,10,10,10,10,11,12,12
08495979,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
08496479,0,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,5,5
08500043,2,3,3,4,4,4,5,5,5,6,6,6,7,7,7,7,8,8
08501487,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4
08507335,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6
08507479,0,0,2,2,4,6,8,9,10,10,10,10,11,11,11,11,11,11
08510411,0,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3
08510886,0,2,4,4,4,4,5,6,6,6,7,7,8,8,8,8,9,9
08511364,3,4,5,5,6,7,7,7,8,8,8,8,8,8,8,8,9,9
08512925,2,2,3,3,7,7,8,8,8,8,8,8,9,9,9,9,9,9
08513930,1,3,4,5,5,6,7,7,7,8,9,10,10,10,10,10,11,12
08518090,0,2,3,3,4,5,5,5,6,6,6,7,7,7,7,7,7,7
08518172,1,2,3,3,4,4,4,5,5,5,5,5,6,6,6,6,6,6
08518409,2,3,6,6,7,8,8,9,9,10,10,12,12,13,13,13,13,13
08520616,2,3,4,5,6,6,7,8,9,9,10,11,11,11,11,13,14,14
08520769,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
08520783,2,3,5,7,8,10,11,11,12,12,14,14,15,15,15,16,17,17
08521523,0,2,2,2,2,3,4,5,5,5,6,6,7,7,7,8,8,8
08523306,0,2,3,3,4,5,6,7,8,8,9,9,10,10,10,11,12,12
08524971,1,3,3,4,4,5,5,5,5,6,7,7,7,7,7,8,8,9
08525136,0,3,3,4,5,5,5,5,6,7,7,8,9,9,9,10,10,10
08525982,2,3,4,4,5,5,5,6,7,8,8,8,8,8,8,9,9,9
08526955,0,3,3,3,4,4,5,6,7,7,8,9,10,11,11,12,12,12
08528271,3,3,4,5,7,7,7,7,8,8,9,9,9,10,10,10,10,11
08529045,4,8,10,12,13,15,15,16,17,18,19,19,19,20,20,21,21,21
08529466,2,2,3,4,4,5,5,6,7,7,8,8,9,9,9,10,11,11
08531933,0,4,4,4,5,6,7,7,7,8,8,8,8,8,8,8,9,9
08533784,1,3,4,5,5,5,6,6,7,7,8,8,8,9,9,9,9,10
08535915,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,3,3,3
08538603,0,2,3,3,4,4,5,5,5,5,6,6,6,6,6,6,6,6
08541276,3,5,6,7,8,10,11,12,13,15,16,17,17,18,18,19,19,19
08544267,1,3,3,4,5,5,6,6,6,7,7,7,8,8,8,8,8,8
08544719,0,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
08545734,0,4,6,7,8,10,12,13,15,15,16,17,18,19,19,20,21,21
08547912,0,2,3,3,4,5,5,5,5,5,6,6,6,6,6,6,6,6
08547923,0,0,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
08548737,2,3,4,4,4,5,5,6,6,7,7,7,7,7,7,7,7,7
08549357,0,1,2,3,3,3,3,4,4,5,6,6,6,7,7,7,8,8
08550426,1,2,4,4,4,4,5,5,5,7,8,8,9,10,10,11,11,11
08551000,2,3,4,5,6,7,9,10,11,11,11,11,11,11,11,11,11,11
08551461,1,2,3,4,5,5,5,7,8,8,8,8,8,8,8,8,8,8
08553076,1,3,4,5,7,7,8,8,9,10,12,12,13,13,13,14,14,14
08553493,1,2,2,3,3,3,4,4,5,5,5,5,5,5,5,5,5,6
08554000,2,5,5,7,8,9,10,10,10,11,12,13,14,15,15,15,15,15
08554265,2,4,5,6,6,6,8,8,9,9,9,10,10,11,11,11,12,12
08554830,2,4,5,6,7,7,7,8,9,9,9,10,11,12,12,12,12,13
08554832,2,2,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5
08554904,1,4,6,7,9,10,10,11,12,12,14,15,15,16,16,17,18,19
08556142,1,4,5,5,6,6,6,7,7,7,8,8,9,10,10,10,10,10
08556407,2,4,5,6,7,7,7,7,8,8,9,9,9,10,10,11,11,11
08556501,2,4,4,4,5,6,6,7,7,7,7,8,9,9,9,9,9,9
08556591,2,3,4,5,5,6,8,9,9,9,9,9,10,11,11,12,12,13
08557220,2,3,5,5,7,7,8,8,9,10,12,13,14,14,14,15,15,15
08558814,2,3,4,4,5,5,6,6,6,7,7,7,8,9,9,9,10,10
08559774,1,3,3,3,4,5,5,5,5,6,6,7,7,7,7,8,8,8
08563198,1,3,3,4,4,5,5,5,6,6,7,7,7,8,8,8,8,8
08563404,1,3,5,5,7,7,9,10,10,11,11,12,13,13,13,14,14,14
08564319,2,3,4,5,5,6,6,7,7,8,9,9,10,10,10,10,10,11
08564838,2,2,3,3,4,5,6,6,6,6,7,7,7,7,7,8,8,8
08565177,2,3,3,3,3,4,4,4,5,5,5,5,5,5,5,6,7,7
08567566,2,3,4,5,5,6,6,7,7,7,7,7,7,7,7,8,8,8
08568497,1,3,4,5,6,7,7,8,8,9,10,11,12,12,12,12,13,13
08569692,2,4,4,6,6,7,8,8,9,9,9,10,10,10,10,11,12,12
08570812,2,4,5,6,7,8,8,9,10,10,10,10,11,12,12,12,13,14
08571446,0,3,4,5,7,8,9,9,10,11,12,14,15,16,16,16,17,17
08572587,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
08574107,2,4,5,6,6,7,7,7,7,8,8,8,8,9,9,9,10,10
08577228,2,3,6,7,8,9,9,9,9,10,10,11,11,11,11,11,13,13
08579552,0,2,3,3,4,4,5,5,6,7,7,8,9,9,9,10,10,10
08579650,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2
08580934,0,3,4,5,6,6,8,9,10,11,12,13,14,15,15,16,17,17
08582911,0,1,1,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4
08583763,0,2,2,3,4,4,4,4,5,5,6,7,7,7,7,8,9,9
08584856,2,3,4,5,6,7,7,7,8,8,9,10,10,11,11,11,12,12
08584960,1,4,4,5,5,5,5,5,6,6,6,7,8,8,8,8,8,8
08585297,2,3,4,5,5,5,6,7,7,7,7,8,8,9,9,9,9,9
08587705,0,4,4,4,5,5,5,6,6,6,7,7,7,7,7,8,8,8
08589066,2,4,5,5,6,6,7,8,8,9,10,11,12,13,13,13,14,14
08592937,2,3,4,5,6,6,7,7,7,8,8,8,9,9,9,9,10,10
08593692,2,4,4,4,5,6,7,8,9,10,10,10,11,11,11,11,12,12
08595450,2,3,3,4,5,6,6,7,9,10,10,11,11,12,12,13,14,14
08597684,2,3,3,5,5,6,6,6,6,7,7,8,8,8,8,9,9,9
08598143,2,3,3,5,5,5,6,6,6,6,6,7,7,7,7,7,7,8
08598836,2,2,2,4,4,6,6,7,7,8,9,9,9,10,10,11,12,12
08599234,2,3,4,4,5,7,7,8,8,9,10,11,12,12,12,13,14,14
08599743,2,3,4,5,6,7,8,9,10,10,11,13,13,15,15,15,16,16
08600084,0,2,3,4,5,5,6,6,7,7,7,8,8,9,9,10,10,10
08601107,2,4,5,7,9,10,13,14,16,17,19,20,21,22,22,23,24,24
08602744,0,2,3,3,3,4,4,4,4,5,5,6,6,7,7,8,8,8
08604213,2,3,5,6,6,7,8,9,10,11,12,13,13,14,14,14,15,16
08605505,0,3,3,4,4,5,6,7,8,8,9,9,9,9,9,9,9,9
08605625,2,4,5,6,6,7,8,9,9,10,10,11,12,12,12,13,13,13
08607730,2,2,3,4,4,5,5,6,6,6,7,7,7,7,7,7,9,9
08607926,2,2,4,5,6,6,7,8,8,9,10,11,12,12,12,13,13,13
08608012,3,5,7,9,10,11,11,12,13,14,15,16,17,17,17,17,18,18
08608804,0,2,2,3,3,4,5,6,6,7,8,9,9,9,9,10,10,10
08609722,2,4,5,6,8,9,10,11,12,13,15,16,18,19,19,21,22,22
08609942,1,3,5,6,6,7,7,9,9,9,9,10,11,11,11,11,12,12
08611345,0,2,2,2,3,4,4,4,5,5,5,6,6,6,6,7,7,8
08612568,0,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,5
08612634,0,2,3,3,4,4,5,7,7,7,9,9,10,10,10,11,11,11
08614193,2,3,4,4,5,6,7,8,8,9,10,10,11,11,11,12,12,12
08614932,0,1,2,2,2,3,3,3,4,4,4,4,4,4,4,5,5,5
08618240,2,4,5,6,7,8,9,10,12,12,14,15,17,18,18,18,19,19
08622093,3,4,5,5,6,7,7,8,9,10,11,11,11,12,12,13,13,13
08623168,0,3,3,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6
08631128,2,3,3,4,5,5,6,6,8,8,9,10,10,11,11,12,12,12
08632448,1,2,2,3,4,4,5,5,5,6,6,6,7,7,7,7,8,8
08634124,2,3,4,6,7,7,8,8,9,9,10,10,11,11,11,12,12,12
08635546,2,3,3,3,4,4,4,6,6,6,6,6,7,8,8,8,9,9
08635939,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
08636048,0,3,4,5,5,6,7,8,8,9,10,11,11,12,12,12,13,13
08636373,2,3,4,5,6,6,7,8,8,9,10,10,11,12,12,12,12,12
08636859,1,3,4,7,8,10,10,12,12,12,13,14,15,16,16,17,19,19
08638553,0,4,4,4,4,5,5,5,5,6,6,6,6,6,6,6,7,7
08640401,2,4,5,6,7,7,8,10,10,11,13,13,14,14,14,15,16,16
08640611,0,2,2,3,4,4,6,6,6,6,6,7,8,8,8,8,8,8
08642086,2,3,4,4,4,4,4,5,6,7,7,7,8,8,8,8,8,8
08643749,1,2,4,4,5,6,6,6,7,8,9,9,9,10,10,11,12,12
08644749,1,2,4,5,6,7,7,8,8,9,9,9,9,9,9,9,9,9
08644974,2,3,3,4,4,5,5,6,6,6,6,6,7,7,7,7,7,7
08645238,2,3,3,4,6,6,6,7,7,8,9,9,10,10,10,10,11,11
08646809,2,2,3,4,4,4,4,5,6,6,6,7,7,7,7,7,7,8
08650068,2,5,6,7,8,9,10,10,11,12,13,14,15,15,15,15,16,16
08651343,0,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5
08652474,1,3,4,5,5,6,6,6,7,7,7,7,8,8,8,9,9,9
08652831,2,3,5,6,6,7,7,9,9,9,10,10,11,11,11,12,12,12
08652838,0,3,3,4,4,5,5,5,6,6,6,7,7,7,7,7,7,7
08654792,0,2,2,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5
08655005,2,4,5,6,6,7,9,10,10,11,12,12,13,13,13,14,14,14
08655333,0,2,2,3,4,5,6,6,6,7,8,8,8,9,9,10,10,10
08655376,1,4,5,7,8,8,8,9,10,10,10,11,12,12,12,13,14,14
08656547,0,3,3,4,4,5,5,6,7,7,7,7,8,8,8,8,9,9
08657682,0,2,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5
08657798,1,3,4,5,5,5,5,5,6,6,6,6,7,7,7,7,7,8
08657838,2,4,5,6,8,9,9,11,11,12,12,13,14,15,15,16,16,16
08659646,1,3,5,5,5,6,7,8,8,8,10,11,11,12,12,13,13,13
08660453,1,3,3,4,6,7,8,8,10,11,11,12,13,15,15,15,16,16
08666355,0,2,2,3,4,4,4,6,6,6,6,6,6,6,6,6,6,6
08670125,1,3,4,5,7,8,9,10,10,10,11,11,12,13,13,14,15,15
08670309,0,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
